transacao_id,cliente_id,agencia_id,produto_id,data_transacao,tipo_transacao,canal,valor,status_transacao
1002315,29339,115,5,2025-10-16,Crédito,Caixa Eletrônico,4695.61,Concluída
1002316,29356,116,1,2024-03-13,Crédito,Cartão,10261.00,Concluída
1002317,29373,117,2,2023-10-11,Transferência,Caixa Eletrônico,5495.36,Concluída
1002318,29390,118,3,2026-09-28,Débito,Cartão,2258.82,Concluída
1002319,29407,119,4,2025-09-26,Transferência,Aplicativo,2379.56,Concluída
1002320,29424,120,5,2026-01-02,Pagamento,Caixa Eletrônico,7829.67,Concluída
1002321,29441,101,1,2026-08-04,Transferência,Aplicativo,12654.47,Concluída
1002322,29458,102,2,2023-12-28,Pagamento,Aplicativo,6609.70,Concluída
1002323,29475,103,3,2025-08-21,Débito,Internet Banking,5106.83,Concluída
1002324,29492,104,4,2022-11-08,Crédito,Caixa Eletrônico,8504.79,Concluída
1002325,29509,105,5,2024-01-09,Débito,Internet Banking,10743.36,Pendente
1002326,29526,106,1,2024-03-10,Crédito,Agência,115.96,Concluída
1002327,29543,107,2,2024-06-05,Transferência,Cartão,14258.87,Estornada
1002328,29560,108,3,2025-11-05,Crédito,Aplicativo,6926.04,Concluída
1002329,29577,109,4,2024-09-23,Crédito,Agência,10298.48,Concluída
1002330,29594,110,5,2026-02-21,Débito,Internet Banking,5102.66,Estornada
1002331,29611,111,1,2022-02-06,Débito,Agência,8618.74,Estornada
1002332,29628,112,2,2026-02-15,Pagamento,Agência,1592.64,Concluída
1002333,29645,113,3,2025-01-03,Pagamento,Cartão,13533.96,Concluída
1002334,29662,114,4,2022-05-21,Débito,Caixa Eletrônico,8074.49,Concluída
1002335,29679,115,5,2022-07-28,Crédito,Aplicativo,10604.85,Concluída
1002336,29696,116,1,2024-06-14,Transferência,Cartão,8523.05,Concluída
1002337,29713,117,2,2026-12-18,Crédito,Aplicativo,4494.81,Estornada
1002338,29730,118,3,2023-12-24,Transferência,Caixa Eletrônico,5510.76,Concluída
1002339,29747,119,4,2025-04-06,Transferência,Aplicativo,6025.17,Estornada
1002340,29764,120,5,2026-05-22,Pagamento,Cartão,7803.27,Concluída
1002341,29781,101,1,2024-11-08,Débito,Internet Banking,10743.75,Concluída
1002342,29798,102,2,2026-05-27,Débito,Caixa Eletrônico,14530.46,Pendente
1002343,29815,103,3,2022-01-22,Transferência,Caixa Eletrônico,616.90,Concluída
1002344,29832,104,4,2025-08-10,Crédito,Internet Banking,386.41,Concluída
1002345,29849,105,5,2024-04-14,Pagamento,Aplicativo,11891.18,Concluída
1002346,29866,106,1,2024-09-07,Pagamento,Internet Banking,10237.07,Pendente
1002347,29883,107,2,2022-06-16,Transferência,Aplicativo,5550.31,Concluída
1002348,29900,108,3,2024-03-12,Débito,Internet Banking,11370.09,Concluída
1002349,29917,109,4,2025-05-06,Débito,Internet Banking,13846.22,Pendente
1002350,29934,110,5,2022-04-28,Pagamento,Caixa Eletrônico,10216.47,Estornada
1002351,29951,111,1,2026-02-27,Crédito,Agência,2739.04,Concluída
1002352,29968,112,2,2024-12-28,Débito,Caixa Eletrônico,14681.95,Concluída
1002353,29985,113,3,2026-11-29,Débito,Agência,11615.73,Estornada
1002354,10002,114,4,2024-07-30,Transferência,Caixa Eletrônico,5584.97,Pendente
1002355,10019,115,5,2023-06-07,Débito,Cartão,4528.16,Concluída
1002356,10036,116,1,2022-05-06,Transferência,Internet Banking,12767.07,Concluída
1002357,10053,117,2,2025-08-22,Débito,Caixa Eletrônico,2081.64,Concluída
1002358,10070,118,3,2023-03-30,Transferência,Agência,11543.50,Estornada
1002359,10087,119,4,2024-11-06,Débito,Internet Banking,11184.83,Estornada
1002360,10104,120,5,2023-10-13,Transferência,Aplicativo,13785.27,Concluída
1002361,10121,101,1,2024-06-05,Transferência,Caixa Eletrônico,2006.21,Concluída
1002362,10138,102,2,2025-11-30,Pagamento,Caixa Eletrônico,4312.35,Concluída
1002363,10155,103,3,2023-05-28,Transferência,Aplicativo,3255.28,Concluída
1002364,10172,104,4,2026-07-10,Débito,Internet Banking,12454.51,Estornada
1002365,10189,105,5,2026-04-27,Transferência,Caixa Eletrônico,272.92,Concluída
1002366,10206,106,1,2024-05-22,Débito,Caixa Eletrônico,9904.96,Pendente
1002367,10223,107,2,2023-01-02,Crédito,Internet Banking,4635.55,Concluída
1002368,10240,108,3,2023-10-26,Transferência,Agência,9450.93,Concluída
1002369,10257,109,4,2026-03-16,Crédito,Aplicativo,2045.06,Estornada
1002370,10274,110,5,2022-10-05,Crédito,Aplicativo,14147.93,Estornada
1002371,10291,111,1,2023-11-14,Crédito,Aplicativo,1037.05,Concluída
1002372,10308,112,2,2022-07-03,Débito,Internet Banking,3059.27,Pendente
1002373,10325,113,3,2023-09-19,Crédito,Cartão,11377.41,Pendente
1002374,10342,114,4,2022-04-01,Débito,Internet Banking,11887.84,Concluída
1002375,10359,115,5,2026-05-15,Pagamento,Internet Banking,12106.99,Concluída
1002376,10376,116,1,2024-04-30,Pagamento,Caixa Eletrônico,10476.43,Concluída
1002377,10393,117,2,2022-03-06,Transferência,Caixa Eletrônico,12495.37,Concluída
1002378,10410,118,3,2025-12-01,Crédito,Caixa Eletrônico,7244.86,Pendente
1002379,10427,119,4,2026-04-03,Pagamento,Cartão,4417.33,Concluída
1002380,10444,120,5,2024-11-21,Pagamento,Cartão,14974.88,Pendente
1002381,10461,101,1,2024-07-31,Débito,Agência,13704.59,Concluída
1002382,10478,102,2,2022-10-12,Pagamento,Aplicativo,5446.13,Pendente
1002383,10495,103,3,2025-05-20,Pagamento,Aplicativo,11059.54,Concluída
1002384,10512,104,4,2025-03-25,Crédito,Cartão,8790.80,Estornada
1002385,10529,105,5,2023-11-17,Pagamento,Internet Banking,11712.84,Concluída
1002386,10546,106,1,2026-12-04,Transferência,Caixa Eletrônico,10531.40,Concluída
1002387,10563,107,2,2023-05-15,Crédito,Internet Banking,2606.59,Estornada
1002388,10580,108,3,2022-06-19,Transferência,Aplicativo,5451.24,Concluída
1002389,10597,109,4,2026-01-21,Débito,Agência,7804.77,Estornada
1002390,10614,110,5,2023-09-17,Pagamento,Cartão,1986.39,Pendente
1002391,10631,111,1,2026-10-04,Transferência,Cartão,2636.80,Concluída
1002392,10648,112,2,2026-12-21,Crédito,Agência,3967.90,Concluída
1002393,10665,113,3,2025-11-03,Débito,Cartão,1128.69,Pendente
1002394,10682,114,4,2026-02-12,Pagamento,Internet Banking,2063.87,Concluída
1002395,10699,115,5,2023-08-31,Crédito,Caixa Eletrônico,78.48,Concluída
1002396,10716,116,1,2025-01-15,Débito,Aplicativo,11033.99,Concluída
1002397,10733,117,2,2025-12-16,Transferência,Internet Banking,8063.67,Concluída
1002398,10750,118,3,2025-11-05,Débito,Internet Banking,4415.50,Concluída
1002399,10767,119,4,2022-12-07,Crédito,Caixa Eletrônico,9117.59,Concluída
1002400,10784,120,5,2026-12-15,Crédito,Agência,6184.48,Concluída
1002401,10801,101,1,2022-04-15,Débito,Agência,10433.44,Concluída
1002402,10818,102,2,2024-09-23,Débito,Agência,3251.75,Estornada
1002403,10835,103,3,2023-04-30,Débito,Caixa Eletrônico,1369.76,Concluída
1002404,10852,104,4,2026-12-12,Débito,Agência,8538.65,Concluída
1002405,10869,105,5,2023-05-15,Pagamento,Caixa Eletrônico,8992.96,Concluída
1002406,10886,106,1,2023-07-01,Transferência,Cartão,6115.64,Concluída
1002407,10903,107,2,2024-04-13,Crédito,Cartão,8576.42,Estornada
1002408,10920,108,3,2022-07-08,Crédito,Caixa Eletrônico,2627.78,Estornada
1002409,10937,109,4,2024-02-06,Transferência,Aplicativo,2481.68,Concluída
1002410,10954,110,5,2026-02-01,Transferência,Agência,7074.97,Concluída
1002411,10971,111,1,2026-03-02,Débito,Internet Banking,8063.82,Concluída
1002412,10988,112,2,2022-01-03,Crédito,Aplicativo,9384.34,Pendente
1002413,11005,113,3,2024-07-16,Pagamento,Aplicativo,1191.73,Pendente
1002414,11022,114,4,2023-12-03,Pagamento,Aplicativo,5851.39,Concluída
1002415,11039,115,5,2024-03-10,Crédito,Internet Banking,1687.38,Estornada
1002416,11056,116,1,2025-06-16,Pagamento,Agência,7312.98,Pendente
1002417,11073,117,2,2026-03-05,Pagamento,Caixa Eletrônico,7807.76,Concluída
1002418,11090,118,3,2025-11-12,Débito,Internet Banking,12203.40,Concluída
1002419,11107,119,4,2026-04-27,Transferência,Aplicativo,12962.45,Estornada
1002420,11124,120,5,2025-02-12,Crédito,Caixa Eletrônico,12412.32,Concluída
1002421,11141,101,1,2024-02-16,Pagamento,Agência,6988.93,Concluída
1002422,11158,102,2,2025-11-10,Transferência,Internet Banking,8619.11,Concluída
1002423,11175,103,3,2026-11-22,Débito,Cartão,741.48,Concluída
1002424,11192,104,4,2023-02-27,Crédito,Aplicativo,14370.21,Estornada
1002425,11209,105,5,2025-01-12,Crédito,Internet Banking,8912.45,Concluída
1002426,11226,106,1,2026-05-14,Crédito,Aplicativo,13068.51,Concluída
1002427,11243,107,2,2023-10-08,Débito,Internet Banking,6441.21,Concluída
1002428,11260,108,3,2025-05-28,Pagamento,Caixa Eletrônico,10124.08,Concluída
1002429,11277,109,4,2026-09-16,Pagamento,Caixa Eletrônico,811.66,Estornada
1002430,11294,110,5,2022-02-16,Transferência,Aplicativo,12438.39,Pendente
1002431,11311,111,1,2023-03-05,Pagamento,Aplicativo,857.40,Estornada
1002432,11328,112,2,2026-03-28,Pagamento,Caixa Eletrônico,4751.34,Concluída
1002433,11345,113,3,2026-09-30,Pagamento,Agência,9175.45,Estornada
1002434,11362,114,4,2024-11-30,Transferência,Cartão,5867.24,Estornada
1002435,11379,115,5,2022-09-01,Crédito,Cartão,9983.14,Estornada
1002436,11396,116,1,2025-11-21,Transferência,Agência,3354.21,Pendente
1002437,11413,117,2,2023-08-26,Crédito,Internet Banking,14179.52,Pendente
1002438,11430,118,3,2026-04-01,Pagamento,Agência,11075.80,Estornada
1002439,11447,119,4,2023-10-25,Crédito,Internet Banking,8360.74,Concluída
1002440,11464,120,5,2022-10-17,Transferência,Internet Banking,6356.35,Concluída
1002441,11481,101,1,2025-03-20,Débito,Caixa Eletrônico,1488.94,Pendente
1002442,11498,102,2,2026-04-07,Pagamento,Internet Banking,10498.03,Concluída
1002443,11515,103,3,2022-06-28,Pagamento,Internet Banking,1935.93,Estornada
1002444,11532,104,4,2024-10-09,Pagamento,Agência,9382.96,Concluída
1002445,11549,105,5,2025-03-27,Débito,Cartão,5464.81,Concluída
1002446,11566,106,1,2023-03-11,Crédito,Internet Banking,12700.75,Pendente
1002447,11583,107,2,2025-12-06,Crédito,Cartão,6371.62,Pendente
1002448,11600,108,3,2024-03-04,Débito,Cartão,12644.54,Pendente
1002449,11617,109,4,2025-09-16,Crédito,Internet Banking,1557.04,Pendente
1002450,11634,110,5,2024-02-15,Crédito,Agência,3464.07,Concluída
1002451,11651,111,1,2026-12-24,Pagamento,Agência,5402.57,Concluída
1002452,11668,112,2,2023-03-29,Crédito,Cartão,3508.37,Concluída
1002453,11685,113,3,2023-03-01,Débito,Cartão,4248.68,Pendente
1002454,11702,114,4,2024-02-12,Transferência,Agência,14493.59,Concluída
1002455,11719,115,5,2022-01-26,Pagamento,Caixa Eletrônico,7550.79,Estornada
1002456,11736,116,1,2022-05-06,Pagamento,Caixa Eletrônico,14645.26,Estornada
1002457,11753,117,2,2023-10-06,Débito,Caixa Eletrônico,10906.12,Estornada
1002458,11770,118,3,2026-09-05,Débito,Internet Banking,1663.72,Pendente
1002459,11787,119,4,2025-12-06,Transferência,Caixa Eletrônico,8375.38,Estornada
1002460,11804,120,5,2024-11-09,Pagamento,Caixa Eletrônico,4008.27,Pendente
1002461,11821,101,1,2023-04-25,Transferência,Internet Banking,5448.23,Concluída
1002462,11838,102,2,2025-03-30,Débito,Agência,8180.84,Concluída
1002463,11855,103,3,2022-02-14,Transferência,Caixa Eletrônico,14064.17,Pendente
1002464,11872,104,4,2023-10-19,Débito,Agência,11413.47,Concluída
1002465,11889,105,5,2024-05-06,Crédito,Agência,14571.19,Concluída
1002466,11906,106,1,2026-03-28,Pagamento,Aplicativo,12163.08,Concluída
1002467,11923,107,2,2024-09-30,Débito,Internet Banking,1018.48,Concluída
1002468,11940,108,3,2026-07-07,Transferência,Aplicativo,591.82,Concluída
1002469,11957,109,4,2023-11-07,Crédito,Aplicativo,3084.59,Concluída
1002470,11974,110,5,2025-09-26,Crédito,Caixa Eletrônico,1502.70,Concluída
1002471,11991,111,1,2023-01-27,Pagamento,Caixa Eletrônico,4725.75,Concluída
1002472,12008,112,2,2025-01-17,Transferência,Aplicativo,13924.87,Concluída
1002473,12025,113,3,2026-05-22,Transferência,Aplicativo,13458.12,Concluída
1002474,12042,114,4,2022-11-27,Transferência,Internet Banking,12895.83,Pendente
1002475,12059,115,5,2026-11-06,Débito,Caixa Eletrônico,10138.77,Concluída
1002476,12076,116,1,2025-12-10,Pagamento,Aplicativo,11245.78,Concluída
1002477,12093,117,2,2023-08-20,Transferência,Agência,13741.83,Estornada
1002478,12110,118,3,2024-08-30,Débito,Internet Banking,10627.62,Concluída
1002479,12127,119,4,2026-07-19,Pagamento,Internet Banking,9299.04,Estornada
1002480,12144,120,5,2024-08-23,Pagamento,Aplicativo,12420.84,Concluída
1002481,12161,101,1,2022-07-31,Pagamento,Cartão,1411.83,Concluída
1002482,12178,102,2,2022-04-25,Pagamento,Aplicativo,9275.20,Concluída
1002483,12195,103,3,2023-11-16,Crédito,Aplicativo,10885.25,Pendente
1002484,12212,104,4,2025-10-06,Pagamento,Agência,12560.53,Pendente
1002485,12229,105,5,2025-12-06,Transferência,Cartão,14741.92,Concluída
1002486,12246,106,1,2022-01-11,Crédito,Caixa Eletrônico,8519.15,Concluída
1002487,12263,107,2,2024-03-05,Crédito,Caixa Eletrônico,46.91,Concluída
1002488,12280,108,3,2026-10-18,Crédito,Aplicativo,12167.91,Concluída
1002489,12297,109,4,2024-06-28,Débito,Aplicativo,6950.46,Estornada
1002490,12314,110,5,2022-06-14,Transferência,Aplicativo,1773.12,Concluída
1002491,12331,111,1,2023-09-13,Transferência,Agência,581.83,Concluída
1002492,12348,112,2,2024-02-26,Transferência,Caixa Eletrônico,13445.66,Pendente
1002493,12365,113,3,2022-06-17,Transferência,Caixa Eletrônico,6965.57,Estornada
1002494,12382,114,4,2023-11-08,Débito,Agência,9194.99,Concluída
1002495,12399,115,5,2025-10-02,Débito,Cartão,5394.79,Pendente
1002496,12416,116,1,2026-07-14,Pagamento,Cartão,2677.12,Concluída
1002497,12433,117,2,2023-01-12,Débito,Internet Banking,4730.39,Concluída
1002498,12450,118,3,2024-07-07,Débito,Cartão,14416.62,Concluída
1002499,12467,119,4,2026-04-04,Pagamento,Caixa Eletrônico,9768.60,Concluída
1002500,12484,120,5,2022-01-09,Débito,Internet Banking,2325.35,Estornada
1002501,12501,101,1,2022-09-19,Débito,Internet Banking,7383.99,Estornada
1002502,12518,102,2,2026-05-03,Transferência,Caixa Eletrônico,2973.15,Concluída
1002503,12535,103,3,2025-03-28,Débito,Cartão,10852.47,Concluída
1002504,12552,104,4,2026-06-07,Transferência,Aplicativo,10332.85,Concluída
1002505,12569,105,5,2024-03-08,Pagamento,Caixa Eletrônico,11637.25,Concluída
1002506,12586,106,1,2022-11-07,Pagamento,Cartão,4261.32,Pendente
1002507,12603,107,2,2022-03-17,Transferência,Cartão,5466.45,Pendente
1002508,12620,108,3,2026-10-11,Crédito,Caixa Eletrônico,7733.41,Pendente
1002509,12637,109,4,2023-08-29,Pagamento,Aplicativo,1291.66,Pendente
1002510,12654,110,5,2024-01-26,Crédito,Caixa Eletrônico,12615.34,Concluída
1002511,12671,111,1,2024-07-21,Pagamento,Aplicativo,7074.18,Concluída
1002512,12688,112,2,2024-11-27,Transferência,Caixa Eletrônico,9506.50,Pendente
1002513,12705,113,3,2025-01-31,Débito,Agência,7622.92,Concluída
1002514,12722,114,4,2023-12-11,Transferência,Aplicativo,11722.21,Estornada
1002515,12739,115,5,2024-05-08,Débito,Agência,1560.27,Concluída
1002516,12756,116,1,2022-08-26,Transferência,Aplicativo,2397.95,Pendente
1002517,12773,117,2,2024-08-28,Pagamento,Caixa Eletrônico,4189.94,Estornada
1002518,12790,118,3,2022-04-17,Débito,Caixa Eletrônico,457.57,Concluída
1002519,12807,119,4,2025-03-09,Pagamento,Cartão,5117.21,Concluída
1002520,12824,120,5,2026-01-23,Débito,Internet Banking,7049.82,Concluída
1002521,12841,101,1,2025-05-21,Débito,Agência,11178.34,Concluída
1002522,12858,102,2,2024-06-22,Pagamento,Caixa Eletrônico,11941.52,Pendente
1002523,12875,103,3,2026-12-08,Débito,Cartão,1425.42,Estornada
1002524,12892,104,4,2022-07-28,Crédito,Cartão,10695.84,Estornada
1002525,12909,105,5,2022-10-17,Transferência,Agência,8396.72,Concluída
1002526,12926,106,1,2023-03-30,Pagamento,Agência,1402.89,Concluída
1002527,12943,107,2,2022-08-16,Pagamento,Internet Banking,3903.92,Pendente
1002528,12960,108,3,2026-02-11,Transferência,Cartão,267.82,Concluída
1002529,12977,109,4,2023-12-15,Pagamento,Agência,9542.36,Concluída
1002530,12994,110,5,2023-06-11,Pagamento,Caixa Eletrônico,7013.90,Pendente
1002531,13011,111,1,2022-09-19,Transferência,Caixa Eletrônico,12717.76,Concluída
1002532,13028,112,2,2026-08-16,Crédito,Agência,14611.75,Pendente
1002533,13045,113,3,2023-06-10,Crédito,Aplicativo,9316.93,Concluída
1002534,13062,114,4,2026-07-26,Débito,Cartão,1936.36,Concluída
1002535,13079,115,5,2023-07-29,Transferência,Caixa Eletrônico,14852.18,Pendente
1002536,13096,116,1,2026-05-15,Débito,Caixa Eletrônico,3306.58,Estornada
1002537,13113,117,2,2025-11-13,Transferência,Agência,13556.52,Estornada
1002538,13130,118,3,2023-05-05,Transferência,Agência,14183.65,Pendente
1002539,13147,119,4,2022-11-06,Transferência,Caixa Eletrônico,14367.07,Concluída
1002540,13164,120,5,2022-01-24,Pagamento,Agência,3086.98,Concluída
1002541,13181,101,1,2026-03-04,Débito,Internet Banking,6409.01,Pendente
1002542,13198,102,2,2023-10-09,Débito,Aplicativo,17.18,Concluída
1002543,13215,103,3,2026-01-14,Crédito,Aplicativo,8719.30,Estornada
1002544,13232,104,4,2022-10-04,Crédito,Aplicativo,7000.49,Pendente
1002545,13249,105,5,2024-09-26,Pagamento,Internet Banking,12240.68,Concluída
1002546,13266,106,1,2025-05-29,Débito,Aplicativo,9994.21,Concluída
1002547,13283,107,2,2024-08-04,Pagamento,Aplicativo,10728.92,Pendente
1002548,13300,108,3,2024-11-13,Pagamento,Agência,14807.86,Pendente
1002549,13317,109,4,2026-01-03,Pagamento,Aplicativo,8837.35,Pendente
1002550,13334,110,5,2026-09-28,Débito,Caixa Eletrônico,5928.01,Concluída
1002551,13351,111,1,2022-02-24,Pagamento,Aplicativo,9584.35,Estornada
1002552,13368,112,2,2026-12-08,Pagamento,Agência,7134.43,Estornada
1002553,13385,113,3,2025-04-27,Transferência,Internet Banking,7029.71,Pendente
1002554,13402,114,4,2023-12-07,Pagamento,Internet Banking,10329.88,Concluída
1002555,13419,115,5,2026-11-06,Transferência,Cartão,7949.98,Estornada
1002556,13436,116,1,2022-11-23,Crédito,Internet Banking,9488.99,Pendente
1002557,13453,117,2,2024-11-30,Débito,Internet Banking,825.59,Pendente
1002558,13470,118,3,2025-05-07,Transferência,Caixa Eletrônico,14071.50,Concluída
1002559,13487,119,4,2023-11-10,Crédito,Aplicativo,6078.92,Pendente
1002560,13504,120,5,2023-12-21,Pagamento,Cartão,11150.43,Concluída
1002561,13521,101,1,2026-06-24,Transferência,Caixa Eletrônico,5711.05,Concluída
1002562,13538,102,2,2024-08-11,Débito,Aplicativo,1444.62,Concluída
1002563,13555,103,3,2023-06-19,Pagamento,Agência,2516.74,Concluída
1002564,13572,104,4,2025-07-21,Transferência,Aplicativo,2506.01,Concluída
1002565,13589,105,5,2023-09-02,Débito,Internet Banking,1665.96,Pendente
1002566,13606,106,1,2024-01-30,Débito,Cartão,5693.97,Estornada
1002567,13623,107,2,2026-05-31,Débito,Internet Banking,9756.36,Concluída
1002568,13640,108,3,2026-07-18,Transferência,Internet Banking,8304.16,Estornada
1002569,13657,109,4,2024-06-01,Pagamento,Internet Banking,6053.18,Concluída
1002570,13674,110,5,2022-01-02,Crédito,Agência,6883.11,Pendente
1002571,13691,111,1,2024-05-19,Pagamento,Caixa Eletrônico,11977.69,Concluída
1002572,13708,112,2,2025-02-03,Crédito,Aplicativo,13028.17,Concluída
1002573,13725,113,3,2024-01-05,Débito,Aplicativo,10454.49,Concluída
1002574,13742,114,4,2022-10-09,Transferência,Caixa Eletrônico,12526.32,Concluída
1002575,13759,115,5,2024-09-02,Pagamento,Internet Banking,5684.38,Concluída
1002576,13776,116,1,2025-10-04,Débito,Cartão,8236.03,Pendente
1002577,13793,117,2,2026-03-30,Débito,Aplicativo,14110.09,Concluída
1002578,13810,118,3,2025-12-30,Débito,Agência,5389.01,Estornada
1002579,13827,119,4,2024-08-09,Débito,Agência,12883.95,Estornada
1002580,13844,120,5,2024-05-30,Débito,Agência,5590.51,Pendente
1002581,13861,101,1,2026-02-11,Pagamento,Cartão,497.14,Concluída
1002582,13878,102,2,2026-05-11,Pagamento,Internet Banking,1422.09,Concluída
1002583,13895,103,3,2022-03-12,Crédito,Agência,5191.17,Estornada
1002584,13912,104,4,2023-06-29,Pagamento,Agência,13002.00,Concluída
1002585,13929,105,5,2023-11-14,Débito,Agência,7231.67,Pendente
1002586,13946,106,1,2022-05-25,Transferência,Agência,14695.34,Estornada
1002587,13963,107,2,2025-12-17,Crédito,Internet Banking,10873.33,Pendente
1002588,13980,108,3,2026-06-05,Pagamento,Internet Banking,5045.82,Estornada
1002589,13997,109,4,2026-05-18,Transferência,Caixa Eletrônico,8371.94,Concluída
1002590,14014,110,5,2023-09-30,Débito,Cartão,14847.74,Concluída
1002591,14031,111,1,2023-03-04,Transferência,Agência,5829.92,Concluída
1002592,14048,112,2,2026-04-18,Transferência,Aplicativo,12534.08,Concluída
1002593,14065,113,3,2023-03-03,Débito,Cartão,6725.00,Pendente
1002594,14082,114,4,2022-07-06,Débito,Agência,11307.14,Concluída
1002595,14099,115,5,2026-09-02,Transferência,Caixa Eletrônico,2977.78,Concluída
1002596,14116,116,1,2025-01-19,Pagamento,Agência,10021.16,Estornada
1002597,14133,117,2,2025-07-06,Débito,Agência,2752.01,Estornada
1002598,14150,118,3,2025-09-04,Transferência,Agência,12410.06,Concluída
1002599,14167,119,4,2022-03-07,Débito,Internet Banking,8511.75,Concluída
1002600,14184,120,5,2025-11-26,Transferência,Caixa Eletrônico,3530.51,Pendente
1002601,14201,101,1,2023-07-02,Pagamento,Caixa Eletrônico,5251.63,Pendente
1002602,14218,102,2,2026-11-08,Pagamento,Internet Banking,1171.18,Concluída
1002603,14235,103,3,2023-10-03,Transferência,Agência,12094.37,Pendente
1002604,14252,104,4,2022-09-07,Transferência,Internet Banking,4779.22,Concluída
1002605,14269,105,5,2026-12-11,Crédito,Internet Banking,12829.53,Concluída
1002606,14286,106,1,2026-09-17,Crédito,Aplicativo,13220.88,Estornada
1002607,14303,107,2,2026-09-14,Pagamento,Caixa Eletrônico,1837.16,Concluída
1002608,14320,108,3,2026-03-30,Crédito,Caixa Eletrônico,1785.67,Concluída
1002609,14337,109,4,2022-07-10,Débito,Agência,3875.76,Estornada
1002610,14354,110,5,2022-11-22,Transferência,Aplicativo,1313.04,Pendente
1002611,14371,111,1,2023-03-25,Pagamento,Cartão,13679.60,Concluída
1002612,14388,112,2,2024-04-11,Transferência,Cartão,9504.21,Concluída
1002613,14405,113,3,2025-07-21,Débito,Caixa Eletrônico,6510.66,Concluída
1002614,14422,114,4,2026-04-05,Débito,Caixa Eletrônico,14273.84,Concluída
1002615,14439,115,5,2022-07-09,Pagamento,Cartão,3595.79,Concluída
1002616,14456,116,1,2022-01-21,Pagamento,Caixa Eletrônico,2974.58,Concluída
1002617,14473,117,2,2026-04-20,Transferência,Caixa Eletrônico,8813.39,Estornada
1002618,14490,118,3,2026-10-30,Débito,Aplicativo,7416.22,Concluída
1002619,14507,119,4,2023-02-17,Transferência,Agência,9582.27,Estornada
1002620,14524,120,5,2022-12-29,Transferência,Internet Banking,4067.57,Concluída
1002621,14541,101,1,2026-09-08,Crédito,Internet Banking,13216.40,Estornada
1002622,14558,102,2,2023-08-27,Pagamento,Agência,14723.40,Estornada
1002623,14575,103,3,2026-11-05,Pagamento,Internet Banking,9484.75,Concluída
1002624,14592,104,4,2024-01-22,Pagamento,Cartão,11852.19,Pendente
1002625,14609,105,5,2024-10-11,Crédito,Agência,2877.36,Concluída
1002626,14626,106,1,2024-07-04,Pagamento,Cartão,7323.50,Estornada
1002627,14643,107,2,2024-05-04,Transferência,Internet Banking,9094.63,Estornada
1002628,14660,108,3,2022-05-21,Pagamento,Caixa Eletrônico,10178.28,Pendente
1002629,14677,109,4,2025-07-10,Pagamento,Caixa Eletrônico,11449.34,Estornada
1002630,14694,110,5,2022-04-18,Pagamento,Agência,11111.10,Pendente
1002631,14711,111,1,2024-05-10,Pagamento,Internet Banking,13990.33,Concluída
1002632,14728,112,2,2025-09-01,Transferência,Agência,4912.32,Concluída
1002633,14745,113,3,2022-07-02,Pagamento,Cartão,11578.36,Estornada
1002634,14762,114,4,2026-04-21,Débito,Caixa Eletrônico,10470.51,Estornada
1002635,14779,115,5,2024-03-26,Crédito,Aplicativo,7192.16,Concluída
1002636,14796,116,1,2025-02-25,Transferência,Aplicativo,2027.91,Concluída
1002637,14813,117,2,2026-09-16,Crédito,Cartão,986.43,Concluída
1002638,14830,118,3,2022-11-21,Transferência,Caixa Eletrônico,8523.88,Concluída
1002639,14847,119,4,2025-12-16,Débito,Agência,13463.10,Estornada
1002640,14864,120,5,2026-04-21,Transferência,Aplicativo,6446.23,Concluída
1002641,14881,101,1,2024-09-05,Pagamento,Caixa Eletrônico,8966.90,Concluída
1002642,14898,102,2,2026-02-25,Crédito,Cartão,3281.45,Concluída
1002643,14915,103,3,2023-02-15,Pagamento,Internet Banking,4946.61,Concluída
1002644,14932,104,4,2023-06-28,Transferência,Cartão,5310.32,Concluída
1002645,14949,105,5,2024-05-10,Pagamento,Internet Banking,4782.62,Concluída
1002646,14966,106,1,2025-09-15,Pagamento,Internet Banking,2699.69,Pendente
1002647,14983,107,2,2025-05-30,Crédito,Cartão,6381.53,Estornada
1002648,15000,108,3,2026-03-26,Transferência,Agência,8091.01,Estornada
1002649,15017,109,4,2023-08-09,Pagamento,Agência,8101.18,Estornada
1002650,15034,110,5,2024-08-04,Transferência,Caixa Eletrônico,10466.99,Concluída
1002651,15051,111,1,2023-07-16,Pagamento,Agência,12132.57,Estornada
1002652,15068,112,2,2025-12-04,Pagamento,Aplicativo,9741.06,Pendente
1002653,15085,113,3,2022-04-20,Crédito,Cartão,585.44,Concluída
1002654,15102,114,4,2026-12-02,Pagamento,Caixa Eletrônico,8055.25,Pendente
1002655,15119,115,5,2023-10-02,Débito,Aplicativo,5799.00,Concluída
1002656,15136,116,1,2022-12-24,Crédito,Aplicativo,1777.51,Estornada
1002657,15153,117,2,2025-04-14,Pagamento,Caixa Eletrônico,6250.89,Concluída
1002658,15170,118,3,2025-11-14,Transferência,Internet Banking,7309.43,Concluída
1002659,15187,119,4,2022-04-21,Débito,Caixa Eletrônico,2037.50,Concluída
1002660,15204,120,5,2025-10-28,Débito,Internet Banking,9971.50,Concluída
1002661,15221,101,1,2024-09-16,Pagamento,Agência,7185.59,Concluída
1002662,15238,102,2,2024-01-04,Débito,Cartão,11676.01,Concluída
