pagamento_id,emprestimo_id,cliente_id,data_vencimento,data_pagamento,numero_parcela,valor_parcela,status_pagamento
9005446,500545,10129,2025-06-14,2025-06-12,6,2205.00,Pago
9005447,500545,10129,2025-07-14,2025-07-12,7,2205.00,Pago
9005448,500545,10129,2025-08-14,2025-08-12,8,2205.00,Pago
9005449,500545,10129,2025-09-14,2025-09-12,9,2205.00,Pago
9005450,500545,10129,2025-10-14,2025-10-12,10,2205.00,Pago
9005451,500546,10166,2025-01-15,2025-01-13,1,643.17,Pago
9005452,500546,10166,2025-02-15,2025-02-13,2,643.17,Pago
9005453,500546,10166,2025-03-15,2025-03-23,3,643.17,Em atraso
9005454,500546,10166,2025-04-15,2025-04-13,4,643.17,Pago
9005455,500546,10166,2025-05-15,2025-05-13,5,643.17,Pago
9005456,500546,10166,2025-06-15,2025-06-13,6,643.17,Pago
9005457,500546,10166,2025-07-15,2025-07-13,7,643.17,Pago
9005458,500546,10166,2025-08-15,2025-08-13,8,643.17,Pago
9005459,500546,10166,2025-09-15,2025-09-13,9,643.17,Pago
9005460,500546,10166,2025-10-15,2025-10-13,10,643.17,Pago
9005461,500547,10203,2025-01-16,2025-01-14,1,1945.32,Pago
9005462,500547,10203,2025-02-16,2025-02-14,2,1945.32,Pago
9005463,500547,10203,2025-03-16,2025-03-14,3,1945.32,Pago
9005464,500547,10203,2025-04-16,2025-04-14,4,1945.32,Pago
9005465,500547,10203,2025-05-16,2025-05-14,5,1945.32,Pago
9005466,500547,10203,2025-06-16,2025-06-14,6,1945.32,Pago
9005467,500547,10203,2025-07-16,2025-07-14,7,1945.32,Pago
9005468,500547,10203,2025-08-16,2025-08-14,8,1945.32,Pago
9005469,500547,10203,2025-09-16,2025-09-14,9,1945.32,Pago
9005470,500547,10203,2025-10-16,2025-10-14,10,1945.32,Pago
9005471,500548,10240,2025-01-17,2025-01-15,1,401.40,Pago
9005472,500548,10240,2025-02-17,2025-02-15,2,401.40,Pago
9005473,500548,10240,2025-03-17,2025-03-15,3,401.40,Pago
9005474,500548,10240,2025-04-17,2025-04-15,4,401.40,Pago
9005475,500548,10240,2025-05-17,2025-05-15,5,401.40,Pago
9005476,500548,10240,2025-06-17,2025-06-15,6,401.40,Pago
9005477,500548,10240,2025-07-17,2025-07-15,7,401.40,Pago
9005478,500548,10240,2025-08-17,2025-08-15,8,401.40,Pago
9005479,500548,10240,2025-09-17,2025-09-15,9,401.40,Pago
9005480,500548,10240,2025-10-17,2025-10-15,10,401.40,Pago
9005481,500549,10277,2025-01-18,2025-01-16,1,181.25,Pago
9005482,500549,10277,2025-02-18,2025-02-26,2,181.25,Em atraso
9005483,500549,10277,2025-03-18,2025-03-16,3,181.25,Pago
9005484,500549,10277,2025-04-18,2025-04-16,4,181.25,Pago
9005485,500549,10277,2025-05-18,2025-05-16,5,181.25,Pago
9005486,500549,10277,2025-06-18,2025-06-16,6,181.25,Pago
9005487,500549,10277,2025-07-18,2025-07-16,7,181.25,Pago
9005488,500549,10277,2025-08-18,2025-08-16,8,181.25,Pago
9005489,500549,10277,2025-09-18,2025-09-16,9,181.25,Pago
9005490,500549,10277,2025-10-18,2025-10-16,10,181.25,Pago
9005491,500550,10314,2025-01-19,2025-01-17,1,1139.74,Pago
9005492,500550,10314,2025-02-19,2025-02-17,2,1139.74,Pago
9005493,500550,10314,2025-03-19,2025-03-17,3,1139.74,Pago
9005494,500550,10314,2025-04-19,2025-04-17,4,1139.74,Pago
9005495,500550,10314,2025-05-19,2025-05-17,5,1139.74,Pago
9005496,500550,10314,2025-06-19,2025-06-17,6,1139.74,Pago
9005497,500550,10314,2025-07-19,2025-07-17,7,1139.74,Pago
9005498,500550,10314,2025-08-19,2025-08-17,8,1139.74,Pago
9005499,500550,10314,2025-09-19,2025-09-17,9,1139.74,Pago
9005500,500550,10314,2025-10-19,2025-10-17,10,1139.74,Pago
9005501,500551,10351,2025-01-20,2025-01-18,1,133.66,Pago
9005502,500551,10351,2025-02-20,2025-02-18,2,133.66,Pago
9005503,500551,10351,2025-03-20,2025-03-18,3,133.66,Pago
9005504,500551,10351,2025-04-20,2025-04-18,4,133.66,Pago
9005505,500551,10351,2025-05-20,2025-05-18,5,133.66,Pago
9005506,500551,10351,2025-06-20,2025-06-18,6,133.66,Pago
9005507,500551,10351,2025-07-20,2025-07-18,7,133.66,Pago
9005508,500551,10351,2025-08-20,2025-08-18,8,133.66,Pago
9005509,500551,10351,2025-09-20,2025-09-18,9,133.66,Pago
9005510,500551,10351,2025-10-20,2025-10-18,10,133.66,Pago
9005511,500552,10388,2025-01-21,2025-01-29,1,9483.49,Em atraso
9005512,500552,10388,2025-02-21,2025-02-19,2,9483.49,Pago
9005513,500552,10388,2025-03-21,2025-03-19,3,9483.49,Pago
9005514,500552,10388,2025-04-21,2025-04-19,4,9483.49,Pago
9005515,500552,10388,2025-05-21,2025-05-19,5,9483.49,Pago
9005516,500552,10388,2025-06-21,2025-06-19,6,9483.49,Pago
9005517,500552,10388,2025-07-21,2025-07-19,7,9483.49,Pago
9005518,500552,10388,2025-08-21,2025-08-19,8,9483.49,Pago
9005519,500552,10388,2025-09-21,2025-09-19,9,9483.49,Pago
9005520,500552,10388,2025-10-21,2025-10-19,10,9483.49,Pago
9005521,500553,10425,2025-01-22,2025-01-20,1,2564.78,Pago
9005522,500553,10425,2025-02-22,2025-02-20,2,2564.78,Pago
9005523,500553,10425,2025-03-22,2025-03-20,3,2564.78,Pago
9005524,500553,10425,2025-04-22,2025-04-20,4,2564.78,Pago
9005525,500553,10425,2025-05-22,2025-05-20,5,2564.78,Pago
9005526,500553,10425,2025-06-22,2025-06-20,6,2564.78,Pago
9005527,500553,10425,2025-07-22,2025-07-20,7,2564.78,Pago
9005528,500553,10425,2025-08-22,2025-08-20,8,2564.78,Pago
9005529,500553,10425,2025-09-22,2025-09-20,9,2564.78,Pago
9005530,500553,10425,2025-10-22,,10,2564.78,Pendente
9005531,500554,10462,2025-01-23,2025-01-21,1,1396.58,Pago
9005532,500554,10462,2025-02-23,2025-02-21,2,1396.58,Pago
9005533,500554,10462,2025-03-23,2025-03-21,3,1396.58,Pago
9005534,500554,10462,2025-04-23,2025-04-21,4,1396.58,Pago
9005535,500554,10462,2025-05-23,2025-05-21,5,1396.58,Pago
9005536,500554,10462,2025-06-23,2025-06-21,6,1396.58,Pago
9005537,500554,10462,2025-07-23,2025-07-21,7,1396.58,Pago
9005538,500554,10462,2025-08-23,2025-08-21,8,1396.58,Pago
9005539,500554,10462,2025-09-23,2025-09-21,9,1396.58,Pago
9005540,500554,10462,2025-10-23,2025-10-31,10,1396.58,Em atraso
9005541,500555,10499,2025-01-24,2025-01-22,1,18807.97,Pago
9005542,500555,10499,2025-02-24,2025-02-22,2,18807.97,Pago
9005543,500555,10499,2025-03-24,2025-03-22,3,18807.97,Pago
9005544,500555,10499,2025-04-24,2025-04-22,4,18807.97,Pago
9005545,500555,10499,2025-05-24,2025-05-22,5,18807.97,Pago
9005546,500555,10499,2025-06-24,2025-06-22,6,18807.97,Pago
9005547,500555,10499,2025-07-24,2025-07-22,7,18807.97,Pago
9005548,500555,10499,2025-08-24,2025-08-22,8,18807.97,Pago
9005549,500555,10499,2025-09-24,2025-09-22,9,18807.97,Pago
9005550,500555,10499,2025-10-24,2025-10-22,10,18807.97,Pago
9005551,500556,10536,2025-01-10,2025-01-08,1,2070.19,Pago
9005552,500556,10536,2025-02-10,2025-02-08,2,2070.19,Pago
9005553,500556,10536,2025-03-10,2025-03-08,3,2070.19,Pago
9005554,500556,10536,2025-04-10,2025-04-08,4,2070.19,Pago
9005555,500556,10536,2025-05-10,2025-05-08,5,2070.19,Pago
9005556,500556,10536,2025-06-10,2025-06-08,6,2070.19,Pago
9005557,500556,10536,2025-07-10,2025-07-08,7,2070.19,Pago
9005558,500556,10536,2025-08-10,2025-08-08,8,2070.19,Pago
9005559,500556,10536,2025-09-10,2025-09-08,9,2070.19,Pago
9005560,500556,10536,2025-10-10,2025-10-08,10,2070.19,Pago
9005561,500557,10573,2025-01-11,2025-01-09,1,4273.71,Pago
9005562,500557,10573,2025-02-11,2025-02-09,2,4273.71,Pago
9005563,500557,10573,2025-03-11,2025-03-09,3,4273.71,Pago
9005564,500557,10573,2025-04-11,2025-04-09,4,4273.71,Pago
9005565,500557,10573,2025-05-11,2025-05-09,5,4273.71,Pago
9005566,500557,10573,2025-06-11,2025-06-09,6,4273.71,Pago
9005567,500557,10573,2025-07-11,2025-07-09,7,4273.71,Pago
9005568,500557,10573,2025-08-11,2025-08-09,8,4273.71,Pago
9005569,500557,10573,2025-09-11,2025-09-19,9,4273.71,Em atraso
9005570,500557,10573,2025-10-11,2025-10-09,10,4273.71,Pago
9005571,500558,10610,2025-01-12,2025-01-10,1,421.20,Pago
9005572,500558,10610,2025-02-12,2025-02-10,2,421.20,Pago
9005573,500558,10610,2025-03-12,2025-03-10,3,421.20,Pago
9005574,500558,10610,2025-04-12,2025-04-10,4,421.20,Pago
9005575,500558,10610,2025-05-12,2025-05-10,5,421.20,Pago
9005576,500558,10610,2025-06-12,2025-06-10,6,421.20,Pago
9005577,500558,10610,2025-07-12,2025-07-10,7,421.20,Pago
9005578,500558,10610,2025-08-12,2025-08-10,8,421.20,Pago
9005579,500558,10610,2025-09-12,2025-09-10,9,421.20,Pago
9005580,500558,10610,2025-10-12,2025-10-10,10,421.20,Pago
9005581,500559,10647,2025-01-13,2025-01-11,1,12321.60,Pago
9005582,500559,10647,2025-02-13,2025-02-11,2,12321.60,Pago
9005583,500559,10647,2025-03-13,2025-03-11,3,12321.60,Pago
9005584,500559,10647,2025-04-13,2025-04-11,4,12321.60,Pago
9005585,500559,10647,2025-05-13,2025-05-11,5,12321.60,Pago
9005586,500559,10647,2025-06-13,2025-06-11,6,12321.60,Pago
9005587,500559,10647,2025-07-13,2025-07-11,7,12321.60,Pago
9005588,500559,10647,2025-08-13,2025-08-11,8,12321.60,Pago
9005589,500559,10647,2025-09-13,2025-09-11,9,12321.60,Pago
9005590,500559,10647,2025-10-13,2025-10-11,10,12321.60,Pago
9005591,500560,10684,2025-01-14,2025-01-12,1,3557.91,Pago
9005592,500560,10684,2025-02-14,2025-02-12,2,3557.91,Pago
9005593,500560,10684,2025-03-14,2025-03-12,3,3557.91,Pago
9005594,500560,10684,2025-04-14,2025-04-12,4,3557.91,Pago
9005595,500560,10684,2025-05-14,2025-05-12,5,3557.91,Pago
9005596,500560,10684,2025-06-14,2025-06-12,6,3557.91,Pago
9005597,500560,10684,2025-07-14,2025-07-12,7,3557.91,Pago
9005598,500560,10684,2025-08-14,2025-08-22,8,3557.91,Em atraso
9005599,500560,10684,2025-09-14,2025-09-12,9,3557.91,Pago
9005600,500560,10684,2025-10-14,2025-10-12,10,3557.91,Pago
9005601,500561,10721,2025-01-15,2025-01-13,1,4452.68,Pago
9005602,500561,10721,2025-02-15,2025-02-13,2,4452.68,Pago
9005603,500561,10721,2025-03-15,2025-03-13,3,4452.68,Pago
9005604,500561,10721,2025-04-15,2025-04-13,4,4452.68,Pago
9005605,500561,10721,2025-05-15,2025-05-13,5,4452.68,Pago
9005606,500561,10721,2025-06-15,2025-06-13,6,4452.68,Pago
9005607,500561,10721,2025-07-15,2025-07-13,7,4452.68,Pago
9005608,500561,10721,2025-08-15,2025-08-13,8,4452.68,Pago
9005609,500561,10721,2025-09-15,2025-09-13,9,4452.68,Pago
9005610,500561,10721,2025-10-15,2025-10-13,10,4452.68,Pago
9005611,500562,10758,2025-01-16,2025-01-14,1,3961.41,Pago
9005612,500562,10758,2025-02-16,2025-02-14,2,3961.41,Pago
9005613,500562,10758,2025-03-16,2025-03-14,3,3961.41,Pago
9005614,500562,10758,2025-04-16,2025-04-14,4,3961.41,Pago
9005615,500562,10758,2025-05-16,2025-05-14,5,3961.41,Pago
9005616,500562,10758,2025-06-16,2025-06-14,6,3961.41,Pago
9005617,500562,10758,2025-07-16,2025-07-14,7,3961.41,Pago
9005618,500562,10758,2025-08-16,2025-08-14,8,3961.41,Pago
9005619,500562,10758,2025-09-16,2025-09-14,9,3961.41,Pago
9005620,500562,10758,2025-10-16,2025-10-14,10,3961.41,Pago
9005621,500563,10795,2025-01-17,2025-01-15,1,1163.97,Pago
9005622,500563,10795,2025-02-17,2025-02-15,2,1163.97,Pago
9005623,500563,10795,2025-03-17,2025-03-15,3,1163.97,Pago
9005624,500563,10795,2025-04-17,2025-04-15,4,1163.97,Pago
9005625,500563,10795,2025-05-17,2025-05-15,5,1163.97,Pago
9005626,500563,10795,2025-06-17,2025-06-15,6,1163.97,Pago
9005627,500563,10795,2025-07-17,,7,1163.97,Pendente
9005628,500563,10795,2025-08-17,2025-08-15,8,1163.97,Pago
9005629,500563,10795,2025-09-17,2025-09-15,9,1163.97,Pago
9005630,500563,10795,2025-10-17,2025-10-15,10,1163.97,Pago
9005631,500564,10832,2025-01-18,2025-01-16,1,4823.48,Pago
9005632,500564,10832,2025-02-18,2025-02-16,2,4823.48,Pago
9005633,500564,10832,2025-03-18,2025-03-16,3,4823.48,Pago
9005634,500564,10832,2025-04-18,2025-04-16,4,4823.48,Pago
9005635,500564,10832,2025-05-18,2025-05-16,5,4823.48,Pago
9005636,500564,10832,2025-06-18,2025-06-16,6,4823.48,Pago
9005637,500564,10832,2025-07-18,2025-07-16,7,4823.48,Pago
9005638,500564,10832,2025-08-18,2025-08-16,8,4823.48,Pago
9005639,500564,10832,2025-09-18,2025-09-16,9,4823.48,Pago
9005640,500564,10832,2025-10-18,2025-10-16,10,4823.48,Pago
9005641,500565,10869,2025-01-19,2025-01-17,1,4420.91,Pago
9005642,500565,10869,2025-02-19,2025-02-17,2,4420.91,Pago
9005643,500565,10869,2025-03-19,2025-03-17,3,4420.91,Pago
9005644,500565,10869,2025-04-19,2025-04-17,4,4420.91,Pago
9005645,500565,10869,2025-05-19,2025-05-17,5,4420.91,Pago
9005646,500565,10869,2025-06-19,2025-06-17,6,4420.91,Pago
9005647,500565,10869,2025-07-19,2025-07-17,7,4420.91,Pago
9005648,500565,10869,2025-08-19,2025-08-17,8,4420.91,Pago
9005649,500565,10869,2025-09-19,2025-09-17,9,4420.91,Pago
9005650,500565,10869,2025-10-19,2025-10-17,10,4420.91,Pago
9005651,500566,10906,2025-01-20,2025-01-18,1,1717.11,Pago
9005652,500566,10906,2025-02-20,2025-02-18,2,1717.11,Pago
9005653,500566,10906,2025-03-20,2025-03-18,3,1717.11,Pago
9005654,500566,10906,2025-04-20,2025-04-18,4,1717.11,Pago
9005655,500566,10906,2025-05-20,2025-05-18,5,1717.11,Pago
9005656,500566,10906,2025-06-20,2025-06-28,6,1717.11,Em atraso
9005657,500566,10906,2025-07-20,2025-07-18,7,1717.11,Pago
9005658,500566,10906,2025-08-20,2025-08-18,8,1717.11,Pago
9005659,500566,10906,2025-09-20,2025-09-18,9,1717.11,Pago
9005660,500566,10906,2025-10-20,2025-10-18,10,1717.11,Pago
9005661,500567,10943,2025-01-21,2025-01-19,1,1016.36,Pago
9005662,500567,10943,2025-02-21,2025-02-19,2,1016.36,Pago
9005663,500567,10943,2025-03-21,2025-03-19,3,1016.36,Pago
9005664,500567,10943,2025-04-21,2025-04-19,4,1016.36,Pago
9005665,500567,10943,2025-05-21,2025-05-19,5,1016.36,Pago
9005666,500567,10943,2025-06-21,2025-06-19,6,1016.36,Pago
9005667,500567,10943,2025-07-21,2025-07-19,7,1016.36,Pago
9005668,500567,10943,2025-08-21,2025-08-19,8,1016.36,Pago
9005669,500567,10943,2025-09-21,2025-09-19,9,1016.36,Pago
9005670,500567,10943,2025-10-21,2025-10-19,10,1016.36,Pago
9005671,500568,10980,2025-01-22,2025-01-20,1,2337.28,Pago
9005672,500568,10980,2025-02-22,2025-02-20,2,2337.28,Pago
9005673,500568,10980,2025-03-22,2025-03-20,3,2337.28,Pago
9005674,500568,10980,2025-04-22,2025-04-20,4,2337.28,Pago
9005675,500568,10980,2025-05-22,2025-05-20,5,2337.28,Pago
9005676,500568,10980,2025-06-22,2025-06-20,6,2337.28,Pago
9005677,500568,10980,2025-07-22,2025-07-20,7,2337.28,Pago
9005678,500568,10980,2025-08-22,2025-08-20,8,2337.28,Pago
9005679,500568,10980,2025-09-22,2025-09-20,9,2337.28,Pago
9005680,500568,10980,2025-10-22,2025-10-20,10,2337.28,Pago
9005681,500569,11017,2025-01-23,2025-01-21,1,402.80,Pago
9005682,500569,11017,2025-02-23,2025-02-21,2,402.80,Pago
9005683,500569,11017,2025-03-23,2025-03-21,3,402.80,Pago
9005684,500569,11017,2025-04-23,2025-04-21,4,402.80,Pago
9005685,500569,11017,2025-05-23,2025-05-31,5,402.80,Em atraso
9005686,500569,11017,2025-06-23,2025-06-21,6,402.80,Pago
9005687,500569,11017,2025-07-23,2025-07-21,7,402.80,Pago
9005688,500569,11017,2025-08-23,2025-08-21,8,402.80,Pago
9005689,500569,11017,2025-09-23,2025-09-21,9,402.80,Pago
9005690,500569,11017,2025-10-23,2025-10-21,10,402.80,Pago
9005691,500570,11054,2025-01-24,2025-01-22,1,19820.71,Pago
9005692,500570,11054,2025-02-24,2025-02-22,2,19820.71,Pago
9005693,500570,11054,2025-03-24,2025-03-22,3,19820.71,Pago
9005694,500570,11054,2025-04-24,2025-04-22,4,19820.71,Pago
9005695,500570,11054,2025-05-24,2025-05-22,5,19820.71,Pago
9005696,500570,11054,2025-06-24,2025-06-22,6,19820.71,Pago
9005697,500570,11054,2025-07-24,2025-07-22,7,19820.71,Pago
9005698,500570,11054,2025-08-24,2025-08-22,8,19820.71,Pago
9005699,500570,11054,2025-09-24,2025-09-22,9,19820.71,Pago
9005700,500570,11054,2025-10-24,2025-10-22,10,19820.71,Pago
9005701,500571,11091,2025-01-10,2025-01-08,1,6247.75,Pago
9005702,500571,11091,2025-02-10,2025-02-08,2,6247.75,Pago
9005703,500571,11091,2025-03-10,2025-03-08,3,6247.75,Pago
9005704,500571,11091,2025-04-10,2025-04-08,4,6247.75,Pago
9005705,500571,11091,2025-05-10,2025-05-08,5,6247.75,Pago
9005706,500571,11091,2025-06-10,2025-06-08,6,6247.75,Pago
9005707,500571,11091,2025-07-10,2025-07-08,7,6247.75,Pago
9005708,500571,11091,2025-08-10,2025-08-08,8,6247.75,Pago
9005709,500571,11091,2025-09-10,2025-09-08,9,6247.75,Pago
9005710,500571,11091,2025-10-10,2025-10-08,10,6247.75,Pago
9005711,500572,11128,2025-01-11,2025-01-09,1,9849.66,Pago
9005712,500572,11128,2025-02-11,2025-02-09,2,9849.66,Pago
9005713,500572,11128,2025-03-11,2025-03-09,3,9849.66,Pago
9005714,500572,11128,2025-04-11,2025-04-19,4,9849.66,Em atraso
9005715,500572,11128,2025-05-11,2025-05-09,5,9849.66,Pago
9005716,500572,11128,2025-06-11,2025-06-09,6,9849.66,Pago
9005717,500572,11128,2025-07-11,2025-07-09,7,9849.66,Pago
9005718,500572,11128,2025-08-11,2025-08-09,8,9849.66,Pago
9005719,500572,11128,2025-09-11,2025-09-09,9,9849.66,Pago
9005720,500572,11128,2025-10-11,2025-10-09,10,9849.66,Pago
9005721,500573,11165,2025-01-12,2025-01-10,1,75.81,Pago
9005722,500573,11165,2025-02-12,2025-02-10,2,75.81,Pago
9005723,500573,11165,2025-03-12,2025-03-10,3,75.81,Pago
9005724,500573,11165,2025-04-12,,4,75.81,Pendente
9005725,500573,11165,2025-05-12,2025-05-10,5,75.81,Pago
9005726,500573,11165,2025-06-12,2025-06-10,6,75.81,Pago
9005727,500573,11165,2025-07-12,2025-07-10,7,75.81,Pago
9005728,500573,11165,2025-08-12,2025-08-10,8,75.81,Pago
9005729,500573,11165,2025-09-12,2025-09-10,9,75.81,Pago
9005730,500573,11165,2025-10-12,2025-10-10,10,75.81,Pago
9005731,500574,11202,2025-01-13,2025-01-11,1,6679.25,Pago
9005732,500574,11202,2025-02-13,2025-02-11,2,6679.25,Pago
9005733,500574,11202,2025-03-13,2025-03-11,3,6679.25,Pago
9005734,500574,11202,2025-04-13,2025-04-11,4,6679.25,Pago
9005735,500574,11202,2025-05-13,2025-05-11,5,6679.25,Pago
9005736,500574,11202,2025-06-13,2025-06-11,6,6679.25,Pago
9005737,500574,11202,2025-07-13,2025-07-11,7,6679.25,Pago
9005738,500574,11202,2025-08-13,2025-08-11,8,6679.25,Pago
9005739,500574,11202,2025-09-13,2025-09-11,9,6679.25,Pago
9005740,500574,11202,2025-10-13,2025-10-11,10,6679.25,Pago
9005741,500575,11239,2025-01-14,2025-01-12,1,1206.30,Pago
9005742,500575,11239,2025-02-14,2025-02-12,2,1206.30,Pago
9005743,500575,11239,2025-03-14,2025-03-22,3,1206.30,Em atraso
9005744,500575,11239,2025-04-14,2025-04-12,4,1206.30,Pago
9005745,500575,11239,2025-05-14,2025-05-12,5,1206.30,Pago
9005746,500575,11239,2025-06-14,2025-06-12,6,1206.30,Pago
9005747,500575,11239,2025-07-14,2025-07-12,7,1206.30,Pago
9005748,500575,11239,2025-08-14,2025-08-12,8,1206.30,Pago
9005749,500575,11239,2025-09-14,2025-09-12,9,1206.30,Pago
9005750,500575,11239,2025-10-14,2025-10-12,10,1206.30,Pago
9005751,500576,11276,2025-01-15,2025-01-13,1,649.94,Pago
9005752,500576,11276,2025-02-15,2025-02-13,2,649.94,Pago
9005753,500576,11276,2025-03-15,2025-03-13,3,649.94,Pago
9005754,500576,11276,2025-04-15,2025-04-13,4,649.94,Pago
9005755,500576,11276,2025-05-15,2025-05-13,5,649.94,Pago
9005756,500576,11276,2025-06-15,2025-06-13,6,649.94,Pago
9005757,500576,11276,2025-07-15,2025-07-13,7,649.94,Pago
9005758,500576,11276,2025-08-15,2025-08-13,8,649.94,Pago
9005759,500576,11276,2025-09-15,2025-09-13,9,649.94,Pago
9005760,500576,11276,2025-10-15,2025-10-13,10,649.94,Pago
9005761,500577,11313,2025-01-16,2025-01-14,1,8329.45,Pago
9005762,500577,11313,2025-02-16,2025-02-14,2,8329.45,Pago
9005763,500577,11313,2025-03-16,2025-03-14,3,8329.45,Pago
9005764,500577,11313,2025-04-16,2025-04-14,4,8329.45,Pago
9005765,500577,11313,2025-05-16,2025-05-14,5,8329.45,Pago
9005766,500577,11313,2025-06-16,2025-06-14,6,8329.45,Pago
9005767,500577,11313,2025-07-16,2025-07-14,7,8329.45,Pago
9005768,500577,11313,2025-08-16,2025-08-14,8,8329.45,Pago
9005769,500577,11313,2025-09-16,2025-09-14,9,8329.45,Pago
9005770,500577,11313,2025-10-16,2025-10-14,10,8329.45,Pago
9005771,500578,11350,2025-01-17,2025-01-15,1,4301.75,Pago
9005772,500578,11350,2025-02-17,2025-02-25,2,4301.75,Em atraso
9005773,500578,11350,2025-03-17,2025-03-15,3,4301.75,Pago
9005774,500578,11350,2025-04-17,2025-04-15,4,4301.75,Pago
9005775,500578,11350,2025-05-17,2025-05-15,5,4301.75,Pago
9005776,500578,11350,2025-06-17,2025-06-15,6,4301.75,Pago
9005777,500578,11350,2025-07-17,2025-07-15,7,4301.75,Pago
9005778,500578,11350,2025-08-17,2025-08-15,8,4301.75,Pago
9005779,500578,11350,2025-09-17,2025-09-15,9,4301.75,Pago
9005780,500578,11350,2025-10-17,2025-10-15,10,4301.75,Pago
9005781,500579,11387,2025-01-18,2025-01-16,1,1896.46,Pago
9005782,500579,11387,2025-02-18,2025-02-16,2,1896.46,Pago
9005783,500579,11387,2025-03-18,2025-03-16,3,1896.46,Pago
9005784,500579,11387,2025-04-18,2025-04-16,4,1896.46,Pago
9005785,500579,11387,2025-05-18,2025-05-16,5,1896.46,Pago
9005786,500579,11387,2025-06-18,2025-06-16,6,1896.46,Pago
9005787,500579,11387,2025-07-18,2025-07-16,7,1896.46,Pago
9005788,500579,11387,2025-08-18,2025-08-16,8,1896.46,Pago
9005789,500579,11387,2025-09-18,2025-09-16,9,1896.46,Pago
9005790,500579,11387,2025-10-18,2025-10-16,10,1896.46,Pago
9005791,500580,11424,2025-01-19,2025-01-17,1,6037.10,Pago
9005792,500580,11424,2025-02-19,2025-02-17,2,6037.10,Pago
9005793,500580,11424,2025-03-19,2025-03-17,3,6037.10,Pago
9005794,500580,11424,2025-04-19,2025-04-17,4,6037.10,Pago
9005795,500580,11424,2025-05-19,2025-05-17,5,6037.10,Pago
9005796,500580,11424,2025-06-19,2025-06-17,6,6037.10,Pago
9005797,500580,11424,2025-07-19,2025-07-17,7,6037.10,Pago
9005798,500580,11424,2025-08-19,2025-08-17,8,6037.10,Pago
9005799,500580,11424,2025-09-19,2025-09-17,9,6037.10,Pago
9005800,500580,11424,2025-10-19,2025-10-17,10,6037.10,Pago
9005801,500581,11461,2025-01-20,2025-01-28,1,678.42,Em atraso
9005802,500581,11461,2025-02-20,2025-02-18,2,678.42,Pago
9005803,500581,11461,2025-03-20,2025-03-18,3,678.42,Pago
9005804,500581,11461,2025-04-20,2025-04-18,4,678.42,Pago
9005805,500581,11461,2025-05-20,2025-05-18,5,678.42,Pago
9005806,500581,11461,2025-06-20,2025-06-18,6,678.42,Pago
9005807,500581,11461,2025-07-20,2025-07-18,7,678.42,Pago
9005808,500581,11461,2025-08-20,2025-08-18,8,678.42,Pago
9005809,500581,11461,2025-09-20,2025-09-18,9,678.42,Pago
9005810,500581,11461,2025-10-20,2025-10-18,10,678.42,Pago
9005811,500582,11498,2025-01-21,2025-01-19,1,1479.60,Pago
9005812,500582,11498,2025-02-21,2025-02-19,2,1479.60,Pago
9005813,500582,11498,2025-03-21,2025-03-19,3,1479.60,Pago
9005814,500582,11498,2025-04-21,2025-04-19,4,1479.60,Pago
9005815,500582,11498,2025-05-21,2025-05-19,5,1479.60,Pago
9005816,500582,11498,2025-06-21,2025-06-19,6,1479.60,Pago
9005817,500582,11498,2025-07-21,2025-07-19,7,1479.60,Pago
9005818,500582,11498,2025-08-21,2025-08-19,8,1479.60,Pago
9005819,500582,11498,2025-09-21,2025-09-19,9,1479.60,Pago
9005820,500582,11498,2025-10-21,2025-10-19,10,1479.60,Pago
9005821,500583,11535,2025-01-22,,1,1593.25,Pendente
9005822,500583,11535,2025-02-22,2025-02-20,2,1593.25,Pago
9005823,500583,11535,2025-03-22,2025-03-20,3,1593.25,Pago
9005824,500583,11535,2025-04-22,2025-04-20,4,1593.25,Pago
9005825,500583,11535,2025-05-22,2025-05-20,5,1593.25,Pago
9005826,500583,11535,2025-06-22,2025-06-20,6,1593.25,Pago
9005827,500583,11535,2025-07-22,2025-07-20,7,1593.25,Pago
9005828,500583,11535,2025-08-22,2025-08-20,8,1593.25,Pago
9005829,500583,11535,2025-09-22,2025-09-20,9,1593.25,Pago
9005830,500583,11535,2025-10-22,2025-10-30,10,1593.25,Em atraso
9005831,500584,11572,2025-01-23,2025-01-21,1,4672.25,Pago
9005832,500584,11572,2025-02-23,2025-02-21,2,4672.25,Pago
9005833,500584,11572,2025-03-23,2025-03-21,3,4672.25,Pago
9005834,500584,11572,2025-04-23,2025-04-21,4,4672.25,Pago
9005835,500584,11572,2025-05-23,2025-05-21,5,4672.25,Pago
9005836,500584,11572,2025-06-23,2025-06-21,6,4672.25,Pago
9005837,500584,11572,2025-07-23,2025-07-21,7,4672.25,Pago
9005838,500584,11572,2025-08-23,2025-08-21,8,4672.25,Pago
9005839,500584,11572,2025-09-23,2025-09-21,9,4672.25,Pago
9005840,500584,11572,2025-10-23,2025-10-21,10,4672.25,Pago
9005841,500585,11609,2025-01-24,2025-01-22,1,16512.03,Pago
9005842,500585,11609,2025-02-24,2025-02-22,2,16512.03,Pago
9005843,500585,11609,2025-03-24,2025-03-22,3,16512.03,Pago
9005844,500585,11609,2025-04-24,2025-04-22,4,16512.03,Pago
9005845,500585,11609,2025-05-24,2025-05-22,5,16512.03,Pago
