emprestimo_id,cliente_id,agencia_id,produto_id,data_contratacao,valor_contratado,quantidade_parcelas,taxa_mensal,status_emprestimo
501509,25797,109,4,2020-01-22,93628.45,24,0.0265,Ativo
501510,25834,110,4,2022-01-13,38005.62,12,0.0274,Ativo
501511,25871,111,4,2026-04-09,88124.68,48,0.0145,Em atraso
501512,25908,112,3,2023-10-24,112152.39,60,0.0279,Ativo
501513,25945,113,3,2020-04-12,13831.63,60,0.0215,Ativo
501514,25982,114,4,2025-09-30,100031.86,48,0.0099,Ativo
501515,26019,115,4,2024-03-17,6334.29,12,0.0417,Ativo
501516,26056,116,4,2020-03-09,67718.78,12,0.0349,Quitado
501517,26093,117,4,2026-09-14,59813.03,36,0.0398,Ativo
501518,26130,118,3,2023-08-08,64472.27,12,0.0376,Quitado
501519,26167,119,4,2026-10-20,97866.83,12,0.0319,Ativo
501520,26204,120,4,2020-06-10,116453.14,6,0.0093,Ativo
501521,26241,101,3,2025-03-31,12378.63,6,0.0199,Em atraso
501522,26278,102,4,2020-12-27,79709.83,12,0.0156,Ativo
501523,26315,103,3,2023-11-21,25563.25,18,0.0148,Ativo
501524,26352,104,4,2025-05-07,79448.48,36,0.0435,Ativo
501525,26389,105,4,2025-08-19,94088.50,24,0.0432,Quitado
501526,26426,106,4,2023-05-15,31352.81,18,0.0323,Ativo
501527,26463,107,4,2022-02-24,78910.24,48,0.0413,Ativo
501528,26500,108,3,2022-01-21,102469.42,18,0.0298,Quitado
501529,26537,109,3,2021-04-20,54211.86,48,0.0367,Em atraso
501530,26574,110,3,2023-11-11,71924.20,60,0.0416,Em atraso
501531,26611,111,3,2020-12-18,39588.96,18,0.0151,Ativo
501532,26648,112,4,2020-11-12,103485.33,24,0.0217,Ativo
501533,26685,113,3,2026-09-27,16369.69,18,0.0305,Em atraso
501534,26722,114,4,2022-09-25,116738.68,12,0.0107,Ativo
501535,26759,115,3,2023-09-20,47711.47,48,0.0425,Ativo
501536,26796,116,3,2025-12-20,90391.07,12,0.0112,Em atraso
501537,26833,117,3,2024-04-08,113864.77,6,0.0229,Quitado
501538,26870,118,3,2022-11-11,90967.09,18,0.0095,Em atraso
501539,26907,119,3,2021-07-23,17744.45,60,0.0410,Ativo
501540,26944,120,3,2024-02-13,39915.16,12,0.0321,Ativo
501541,26981,101,4,2023-03-31,102699.32,6,0.0143,Ativo
501542,27018,102,3,2022-02-10,94888.33,12,0.0307,Em atraso
501543,27055,103,4,2026-07-24,103120.63,12,0.0405,Ativo
501544,27092,104,3,2026-03-20,51715.53,6,0.0296,Em atraso
501545,27129,105,3,2021-09-20,23280.00,6,0.0345,Ativo
501546,27166,106,4,2023-08-29,11328.88,24,0.0303,Em atraso
501547,27203,107,4,2021-05-13,67537.54,6,0.0245,Ativo
501548,27240,108,3,2021-11-15,63662.68,6,0.0197,Ativo
501549,27277,109,3,2024-07-06,6810.57,12,0.0236,Ativo
501550,27314,110,3,2022-04-04,102289.69,24,0.0148,Ativo
501551,27351,111,3,2021-03-16,61943.89,12,0.0430,Quitado
501552,27388,112,3,2021-11-14,80310.38,24,0.0163,Quitado
501553,27425,113,4,2026-10-05,59371.88,6,0.0207,Ativo
501554,27462,114,4,2022-06-02,95760.68,12,0.0341,Quitado
501555,27499,115,3,2024-06-09,70213.36,18,0.0399,Quitado
501556,27536,116,4,2020-08-03,81553.94,60,0.0373,Ativo
501557,27573,117,3,2025-11-09,61689.54,24,0.0320,Ativo
501558,27610,118,4,2025-07-27,94722.68,6,0.0099,Quitado
501559,27647,119,4,2026-06-14,46505.97,48,0.0235,Ativo
501560,27684,120,4,2025-05-08,87475.81,36,0.0180,Ativo
501561,27721,101,3,2026-11-13,103588.91,18,0.0314,Em atraso
501562,27758,102,3,2021-02-08,95336.85,60,0.0308,Em atraso
501563,27795,103,4,2020-01-14,30316.86,48,0.0206,Ativo
501564,27832,104,3,2026-09-23,22378.87,24,0.0153,Em atraso
501565,27869,105,3,2020-05-10,82137.75,6,0.0252,Quitado
501566,27906,106,3,2023-05-30,18321.71,18,0.0278,Ativo
501567,27943,107,3,2024-03-13,1212.65,36,0.0239,Quitado
501568,27980,108,3,2021-10-01,92007.11,48,0.0368,Em atraso
501569,28017,109,3,2023-09-05,110476.27,6,0.0400,Ativo
501570,28054,110,4,2021-10-20,15517.49,12,0.0207,Quitado
501571,28091,111,3,2022-05-28,68255.26,18,0.0378,Ativo
501572,28128,112,4,2020-01-31,7953.79,6,0.0225,Em atraso
501573,28165,113,4,2024-08-31,71334.68,60,0.0340,Ativo
501574,28202,114,3,2025-05-31,99638.18,12,0.0256,Ativo
501575,28239,115,4,2020-04-01,42113.26,12,0.0128,Quitado
501576,28276,116,4,2026-02-16,34257.21,60,0.0108,Quitado
501577,28313,117,4,2023-10-25,100238.31,24,0.0116,Ativo
501578,28350,118,4,2021-01-07,49210.93,48,0.0439,Em atraso
501579,28387,119,3,2026-08-07,55860.63,6,0.0179,Em atraso
501580,28424,120,4,2025-01-24,48183.85,18,0.0365,Ativo
501581,28461,101,3,2020-11-01,94400.19,12,0.0268,Ativo
501582,28498,102,3,2025-10-17,64703.01,48,0.0259,Ativo
501583,28535,103,3,2021-02-14,92463.19,12,0.0225,Ativo
501584,28572,104,3,2021-11-01,66199.14,6,0.0393,Ativo
501585,28609,105,4,2022-09-13,32301.09,24,0.0401,Quitado
501586,28646,106,4,2025-01-04,33836.27,60,0.0216,Ativo
501587,28683,107,4,2020-04-22,84952.32,6,0.0202,Em atraso
501588,28720,108,4,2021-01-16,93125.59,36,0.0285,Em atraso
501589,28757,109,4,2024-02-09,32957.12,48,0.0130,Ativo
501590,28794,110,4,2025-09-02,24089.08,12,0.0269,Ativo
501591,28831,111,4,2024-11-14,113286.37,36,0.0425,Ativo
501592,28868,112,4,2024-10-27,8488.56,12,0.0132,Quitado
501593,28905,113,3,2023-05-14,35874.82,18,0.0319,Ativo
501594,28942,114,3,2023-01-31,98385.81,24,0.0158,Quitado
501595,28979,115,3,2023-08-25,102899.46,36,0.0250,Em atraso
501596,29016,116,4,2020-08-17,85049.41,12,0.0139,Ativo
501597,29053,117,4,2024-09-29,53693.71,60,0.0401,Ativo
501598,29090,118,4,2020-05-15,48973.77,18,0.0184,Ativo
501599,29127,119,3,2025-11-19,95937.81,48,0.0172,Ativo
501600,29164,120,4,2021-12-15,116526.24,36,0.0151,Ativo
501601,29201,101,3,2020-04-04,45516.39,60,0.0179,Ativo
501602,29238,102,4,2023-11-29,1487.64,12,0.0350,Ativo
501603,29275,103,4,2023-12-29,24183.54,24,0.0363,Ativo
501604,29312,104,3,2022-01-05,10502.07,24,0.0329,Ativo
501605,29349,105,3,2020-11-04,5926.13,6,0.0170,Quitado
501606,29386,106,4,2021-09-25,104201.46,24,0.0313,Ativo
501607,29423,107,3,2026-09-18,54666.05,48,0.0184,Quitado
501608,29460,108,3,2021-04-28,61520.57,6,0.0199,Em atraso
501609,29497,109,4,2025-01-20,31691.90,24,0.0120,Quitado
501610,29534,110,3,2021-11-03,16468.06,18,0.0141,Em atraso
501611,29571,111,3,2022-10-08,79960.81,60,0.0095,Ativo
501612,29608,112,4,2024-04-06,71369.22,6,0.0250,Quitado
501613,29645,113,3,2023-02-16,9161.00,6,0.0268,Em atraso
501614,29682,114,4,2024-06-13,100346.02,6,0.0133,Quitado
501615,29719,115,3,2021-11-17,19175.70,48,0.0334,Ativo
501616,29756,116,3,2025-07-20,53550.06,48,0.0149,Ativo
501617,29793,117,4,2022-06-30,112339.10,36,0.0433,Ativo
501618,29830,118,3,2026-03-20,31414.12,60,0.0399,Em atraso
501619,29867,119,3,2026-04-13,96624.85,48,0.0243,Em atraso
501620,29904,120,3,2021-08-25,22937.86,18,0.0204,Ativo
501621,29941,101,4,2024-10-10,88657.85,36,0.0093,Em atraso
501622,29978,102,3,2021-05-07,64773.30,6,0.0194,Quitado
501623,10015,103,4,2023-09-01,27189.92,24,0.0325,Ativo
501624,10052,104,4,2026-02-13,60625.83,48,0.0153,Quitado
501625,10089,105,4,2024-02-28,69429.93,6,0.0143,Ativo
501626,10126,106,3,2020-09-08,77236.12,60,0.0168,Quitado
501627,10163,107,3,2022-07-11,83369.02,24,0.0378,Em atraso
501628,10200,108,3,2025-12-07,58958.85,36,0.0144,Quitado
501629,10237,109,3,2020-03-29,48991.64,18,0.0391,Quitado
501630,10274,110,4,2025-09-18,74703.67,6,0.0168,Quitado
501631,10311,111,3,2024-12-21,117012.93,12,0.0374,Ativo
501632,10348,112,4,2025-09-03,98754.12,12,0.0093,Ativo
501633,10385,113,3,2024-04-22,55533.00,18,0.0137,Em atraso
501634,10422,114,4,2020-07-06,22730.08,6,0.0312,Ativo
501635,10459,115,3,2020-12-26,105749.01,60,0.0217,Em atraso
501636,10496,116,4,2025-09-18,30709.43,60,0.0182,Ativo
501637,10533,117,4,2024-01-17,61615.28,60,0.0433,Em atraso
501638,10570,118,4,2023-08-14,71274.46,36,0.0405,Quitado
501639,10607,119,4,2025-02-02,82092.48,60,0.0135,Ativo
501640,10644,120,4,2025-04-29,45998.79,24,0.0435,Ativo
501641,10681,101,4,2025-09-06,110376.12,12,0.0339,Quitado
501642,10718,102,3,2024-11-18,102640.30,36,0.0179,Ativo
501643,10755,103,3,2022-06-21,40245.30,60,0.0306,Ativo
501644,10792,104,4,2022-09-17,94055.70,36,0.0389,Ativo
501645,10829,105,4,2026-08-05,62422.09,12,0.0094,Ativo
501646,10866,106,3,2024-03-15,30602.50,18,0.0335,Em atraso
501647,10903,107,3,2020-07-13,58582.42,18,0.0426,Em atraso
501648,10940,108,3,2025-12-25,51543.82,12,0.0283,Ativo
501649,10977,109,3,2023-04-27,34408.77,60,0.0393,Ativo
501650,11014,110,4,2025-03-26,17721.78,60,0.0196,Em atraso
501651,11051,111,4,2023-11-25,42825.68,12,0.0247,Em atraso
501652,11088,112,3,2026-02-02,47515.15,48,0.0251,Ativo
501653,11125,113,3,2020-01-06,101308.33,24,0.0179,Ativo
501654,11162,114,3,2026-01-05,15846.64,12,0.0371,Ativo
501655,11199,115,3,2023-11-03,41905.10,36,0.0413,Quitado
501656,11236,116,3,2022-08-27,111755.79,24,0.0330,Quitado
501657,11273,117,3,2023-05-13,95364.60,60,0.0336,Ativo
501658,11310,118,3,2020-07-19,57802.80,18,0.0275,Quitado
501659,11347,119,4,2023-02-20,65507.74,6,0.0424,Em atraso
501660,11384,120,3,2025-10-09,98319.10,18,0.0222,Ativo
501661,11421,101,4,2023-12-04,96735.67,60,0.0303,Quitado
501662,11458,102,3,2025-04-22,110270.19,24,0.0313,Em atraso
501663,11495,103,4,2026-05-26,117313.98,12,0.0383,Em atraso
501664,11532,104,3,2026-10-01,3246.42,12,0.0216,Quitado
501665,11569,105,4,2026-11-19,68823.95,48,0.0231,Ativo
501666,11606,106,3,2025-09-05,82847.35,36,0.0317,Quitado
501667,11643,107,4,2023-10-19,86921.39,36,0.0234,Em atraso
501668,11680,108,4,2021-10-02,81475.26,18,0.0124,Ativo
501669,11717,109,4,2020-04-15,66293.74,12,0.0269,Ativo
501670,11754,110,3,2024-05-11,112303.46,6,0.0200,Ativo
501671,11791,111,4,2024-04-02,95456.03,60,0.0326,Ativo
501672,11828,112,3,2025-06-03,48935.03,24,0.0422,Quitado
501673,11865,113,3,2020-09-06,63776.33,48,0.0140,Quitado
501674,11902,114,4,2023-08-30,51017.69,60,0.0363,Quitado
501675,11939,115,4,2026-01-19,104871.32,12,0.0166,Ativo
501676,11976,116,3,2025-05-28,106830.21,18,0.0353,Em atraso
501677,12013,117,4,2021-03-14,119262.57,18,0.0395,Em atraso
501678,12050,118,4,2025-10-13,63606.25,48,0.0115,Ativo
501679,12087,119,3,2022-11-27,99934.30,12,0.0258,Ativo
501680,12124,120,4,2024-11-06,99111.07,12,0.0335,Ativo
501681,12161,101,3,2024-02-06,39182.95,12,0.0107,Ativo
501682,12198,102,4,2023-01-05,70736.80,60,0.0399,Em atraso
501683,12235,103,4,2024-06-11,9899.54,24,0.0373,Ativo
501684,12272,104,4,2025-10-19,16131.88,6,0.0282,Ativo
501685,12309,105,4,2024-09-16,92175.16,18,0.0095,Ativo
501686,12346,106,4,2026-11-03,63130.37,18,0.0334,Ativo
501687,12383,107,4,2021-02-23,83870.39,24,0.0204,Ativo
501688,12420,108,3,2023-07-27,59496.60,36,0.0139,Ativo
501689,12457,109,3,2023-11-04,34539.18,6,0.0134,Ativo
501690,12494,110,3,2024-01-22,95750.90,24,0.0159,Quitado
501691,12531,111,4,2026-09-17,53847.86,12,0.0307,Ativo
501692,12568,112,4,2026-01-04,30092.09,48,0.0164,Ativo
501693,12605,113,4,2026-08-18,17379.88,24,0.0302,Em atraso
501694,12642,114,3,2020-10-01,81182.11,60,0.0437,Em atraso
501695,12679,115,3,2022-11-11,60466.94,18,0.0174,Ativo
501696,12716,116,3,2020-10-09,62308.80,24,0.0279,Em atraso
501697,12753,117,4,2020-10-15,43437.08,12,0.0158,Quitado
501698,12790,118,3,2020-03-30,96191.99,12,0.0326,Ativo
501699,12827,119,4,2023-08-03,9420.41,24,0.0094,Ativo
501700,12864,120,4,2023-06-08,86449.00,6,0.0231,Em atraso
501701,12901,101,4,2025-05-07,115603.09,6,0.0302,Ativo
501702,12938,102,3,2026-01-01,11484.75,48,0.0150,Em atraso
501703,12975,103,3,2020-10-31,95570.17,18,0.0142,Ativo
501704,13012,104,3,2024-08-19,42322.45,18,0.0205,Em atraso
501705,13049,105,4,2020-10-17,6127.87,60,0.0379,Ativo
501706,13086,106,3,2020-06-09,110640.27,60,0.0237,Ativo
501707,13123,107,3,2021-08-11,114746.09,36,0.0162,Em atraso
501708,13160,108,4,2025-02-04,11029.65,6,0.0154,Ativo
501709,13197,109,3,2026-08-25,74511.55,36,0.0157,Quitado
501710,13234,110,3,2024-09-03,80241.05,48,0.0209,Ativo
501711,13271,111,4,2022-07-26,62232.33,60,0.0373,Em atraso
501712,13308,112,4,2025-08-12,26932.49,36,0.0283,Em atraso
501713,13345,113,3,2025-07-06,40084.49,36,0.0193,Em atraso
501714,13382,114,3,2022-04-03,60186.69,18,0.0138,Ativo
501715,13419,115,4,2026-12-15,113941.15,18,0.0170,Em atraso
501716,13456,116,4,2020-12-19,45812.47,18,0.0244,Em atraso
501717,13493,117,3,2020-07-07,112274.94,6,0.0336,Quitado
501718,13530,118,3,2026-09-29,65195.80,36,0.0407,Ativo
501719,13567,119,3,2020-02-05,109274.25,36,0.0351,Ativo
501720,13604,120,3,2025-10-09,69216.43,36,0.0191,Em atraso
501721,13641,101,3,2023-03-19,75564.02,18,0.0262,Ativo
501722,13678,102,4,2020-05-09,38495.47,6,0.0282,Em atraso
501723,13715,103,4,2022-03-22,82671.60,18,0.0385,Ativo
501724,13752,104,3,2020-04-11,67989.72,60,0.0199,Quitado
501725,13789,105,3,2020-12-08,18128.39,18,0.0294,Ativo
501726,13826,106,4,2022-05-26,61698.24,12,0.0096,Ativo
501727,13863,107,3,2022-10-19,58847.79,12,0.0159,Ativo
501728,13900,108,3,2026-01-30,61996.92,6,0.0129,Quitado
501729,13937,109,3,2021-07-27,86170.24,60,0.0401,Ativo
501730,13974,110,4,2021-10-10,6866.53,60,0.0387,Quitado
501731,14011,111,3,2020-04-07,63715.79,60,0.0262,Em atraso
501732,14048,112,3,2024-10-26,118030.04,12,0.0317,Ativo
501733,14085,113,3,2021-09-29,96934.95,18,0.0196,Em atraso
501734,14122,114,4,2025-05-03,58764.62,60,0.0097,Em atraso
501735,14159,115,3,2020-03-18,112998.37,12,0.0105,Ativo
501736,14196,116,3,2020-09-29,27904.22,60,0.0264,Quitado
501737,14233,117,3,2024-07-04,81416.10,60,0.0249,Ativo
501738,14270,118,4,2026-03-23,84298.07,48,0.0136,Em atraso
501739,14307,119,3,2020-01-01,59526.86,48,0.0171,Ativo
501740,14344,120,4,2023-04-12,94740.95,36,0.0241,Ativo
501741,14381,101,3,2022-05-27,90748.11,18,0.0201,Quitado
501742,14418,102,3,2025-02-09,110140.70,12,0.0395,Em atraso
501743,14455,103,4,2021-10-30,13227.49,24,0.0353,Ativo
501744,14492,104,4,2026-06-29,52438.73,60,0.0193,Quitado
501745,14529,105,3,2022-12-27,99286.24,18,0.0300,Em atraso
501746,14566,106,4,2020-05-28,4549.02,24,0.0381,Ativo
501747,14603,107,3,2025-03-19,24795.24,36,0.0324,Quitado
501748,14640,108,3,2020-07-10,45331.32,12,0.0167,Em atraso
501749,14677,109,4,2025-10-26,4374.27,12,0.0434,Em atraso
501750,14714,110,4,2023-05-27,29364.20,24,0.0298,Ativo
501751,14751,111,3,2026-12-07,104055.17,12,0.0195,Quitado
501752,14788,112,4,2020-12-01,98033.43,24,0.0137,Ativo
501753,14825,113,3,2020-10-31,79799.48,12,0.0132,Ativo
501754,14862,114,3,2021-04-28,1201.53,12,0.0148,Ativo
501755,14899,115,4,2021-05-22,97011.20,60,0.0404,Ativo
501756,14936,116,4,2024-12-08,98473.91,48,0.0295,Ativo
501757,14973,117,3,2022-03-08,97935.28,36,0.0268,Quitado
501758,15010,118,3,2021-05-12,36827.35,6,0.0336,Em atraso
501759,15047,119,4,2022-05-28,16582.50,6,0.0138,Em atraso
501760,15084,120,4,2020-10-09,56116.45,18,0.0399,Ativo
501761,15121,101,3,2025-07-13,95571.30,12,0.0133,Quitado
501762,15158,102,3,2021-08-07,26723.52,36,0.0287,Ativo
501763,15195,103,4,2022-06-29,113027.28,24,0.0245,Ativo
501764,15232,104,4,2021-09-19,40367.81,36,0.0282,Em atraso
501765,15269,105,4,2021-09-30,46430.91,60,0.0402,Em atraso
501766,15306,106,4,2020-11-30,97839.37,6,0.0319,Ativo
501767,15343,107,4,2022-07-07,89054.12,24,0.0125,Em atraso
501768,15380,108,3,2020-04-11,37173.51,60,0.0118,Quitado
501769,15417,109,3,2025-01-23,106376.37,18,0.0431,Ativo
501770,15454,110,4,2025-10-14,42531.15,24,0.0129,Em atraso
501771,15491,111,3,2026-10-24,77620.84,12,0.0158,Em atraso
501772,15528,112,4,2023-03-14,80801.01,12,0.0097,Ativo
501773,15565,113,4,2024-08-29,3301.36,48,0.0387,Em atraso
501774,15602,114,3,2026-01-24,93688.98,6,0.0185,Ativo
501775,15639,115,4,2024-10-05,50420.75,6,0.0216,Ativo
501776,15676,116,3,2020-06-14,65810.46,18,0.0217,Em atraso
501777,15713,117,4,2020-09-13,70711.06,6,0.0170,Quitado
501778,15750,118,3,2023-09-03,71051.31,12,0.0432,Ativo
501779,15787,119,4,2021-10-06,37056.55,60,0.0209,Quitado
501780,15824,120,3,2021-02-25,72212.86,36,0.0172,Em atraso
501781,15861,101,3,2025-10-09,116989.76,12,0.0357,Quitado
501782,15898,102,3,2023-03-22,111706.87,12,0.0155,Quitado
501783,15935,103,3,2021-09-04,83901.62,18,0.0215,Quitado
501784,15972,104,3,2023-05-30,13815.78,18,0.0412,Ativo
501785,16009,105,3,2024-10-26,57355.90,12,0.0292,Ativo
501786,16046,106,4,2026-08-09,9784.13,12,0.0395,Ativo
501787,16083,107,3,2023-09-08,71648.87,36,0.0197,Quitado
501788,16120,108,4,2023-02-12,37756.57,36,0.0156,Ativo
501789,16157,109,4,2026-06-13,47504.67,12,0.0304,Em atraso
501790,16194,110,3,2024-06-29,21328.24,36,0.0188,Ativo
501791,16231,111,4,2026-08-15,105547.05,6,0.0350,Ativo
501792,16268,112,4,2026-09-05,9223.05,60,0.0412,Em atraso
501793,16305,113,3,2023-09-22,118938.09,36,0.0361,Quitado
501794,16342,114,4,2026-10-17,40365.50,12,0.0251,Em atraso
501795,16379,115,3,2026-09-05,50324.58,60,0.0335,Quitado
501796,16416,116,4,2025-09-08,104361.72,6,0.0117,Ativo
501797,16453,117,3,2025-05-18,29982.58,6,0.0408,Quitado
501798,16490,118,3,2020-01-09,2155.28,60,0.0133,Quitado
501799,16527,119,3,2022-08-17,113800.90,36,0.0199,Ativo
501800,16564,120,3,2024-07-06,12373.46,48,0.0422,Ativo
501801,16601,101,3,2024-06-13,46494.03,48,0.0292,Ativo
501802,16638,102,4,2026-08-19,85629.53,36,0.0374,Em atraso
501803,16675,103,4,2021-05-27,99185.26,48,0.0174,Quitado
501804,16712,104,3,2022-11-08,78796.75,24,0.0348,Quitado
501805,16749,105,3,2023-05-23,34250.41,48,0.0315,Ativo
501806,16786,106,3,2021-04-11,1019.68,24,0.0229,Ativo
501807,16823,107,4,2023-03-09,63063.08,6,0.0419,Quitado
501808,16860,108,4,2023-03-17,105978.35,60,0.0246,Ativo
501809,16897,109,3,2024-07-29,76031.80,18,0.0330,Ativo
501810,16934,110,3,2025-12-31,99671.10,36,0.0386,Em atraso
501811,16971,111,3,2020-11-18,118069.78,6,0.0335,Ativo
501812,17008,112,4,2021-04-16,94731.49,18,0.0117,Ativo
501813,17045,113,3,2021-04-09,114388.01,60,0.0165,Ativo
501814,17082,114,3,2020-05-18,22045.09,36,0.0213,Em atraso
501815,17119,115,4,2021-01-25,94252.08,24,0.0276,Ativo
501816,17156,116,4,2021-05-26,71181.64,12,0.0143,Em atraso
501817,17193,117,4,2024-01-15,48093.63,18,0.0330,Ativo
501818,17230,118,3,2023-08-02,119908.30,36,0.0351,Quitado
501819,17267,119,3,2023-05-05,11116.84,36,0.0384,Ativo
501820,17304,120,3,2020-09-07,69799.62,6,0.0273,Quitado
501821,17341,101,4,2024-07-26,44290.65,48,0.0219,Quitado
501822,17378,102,3,2026-05-27,59709.70,12,0.0171,Ativo
501823,17415,103,3,2021-02-21,51367.41,36,0.0418,Ativo
501824,17452,104,4,2025-05-25,34622.38,60,0.0276,Em atraso
501825,17489,105,4,2022-12-14,114318.48,18,0.0431,Ativo
501826,17526,106,4,2025-03-08,81144.99,48,0.0239,Quitado
501827,17563,107,4,2023-12-29,36327.43,18,0.0210,Ativo
501828,17600,108,3,2022-01-15,114661.18,60,0.0246,Ativo
501829,17637,109,4,2020-05-28,24231.55,6,0.0140,Ativo
501830,17674,110,3,2024-09-15,31908.64,6,0.0341,Em atraso
501831,17711,111,3,2024-03-05,69052.16,6,0.0410,Ativo
501832,17748,112,4,2022-06-25,44497.26,48,0.0169,Ativo
501833,17785,113,3,2026-05-28,16004.43,18,0.0338,Ativo
501834,17822,114,4,2024-01-11,105633.26,60,0.0419,Ativo
501835,17859,115,3,2026-11-12,84127.34,36,0.0359,Ativo
501836,17896,116,4,2021-12-28,109065.09,6,0.0302,Quitado
501837,17933,117,3,2024-04-18,78424.35,24,0.0368,Ativo
501838,17970,118,3,2020-03-23,70016.58,60,0.0215,Em atraso
501839,18007,119,4,2024-08-30,89155.47,12,0.0106,Quitado
501840,18044,120,3,2024-03-22,3623.05,24,0.0257,Ativo
501841,18081,101,4,2021-04-17,28671.30,24,0.0345,Quitado
501842,18118,102,4,2023-02-03,79135.93,48,0.0420,Em atraso
501843,18155,103,3,2021-08-12,26929.68,18,0.0252,Quitado
501844,18192,104,3,2021-02-14,110911.64,48,0.0297,Quitado
501845,18229,105,3,2021-12-16,47585.61,18,0.0350,Em atraso
501846,18266,106,4,2024-10-15,94950.16,60,0.0094,Em atraso
501847,18303,107,4,2022-08-14,91295.03,18,0.0330,Em atraso
501848,18340,108,4,2025-10-15,78499.16,60,0.0290,Em atraso
501849,18377,109,4,2023-02-08,2623.04,36,0.0270,Em atraso
501850,18414,110,4,2022-05-26,59989.09,18,0.0130,Ativo
501851,18451,111,3,2023-04-29,68697.35,60,0.0272,Em atraso
501852,18488,112,3,2025-04-07,51314.97,12,0.0176,Em atraso
501853,18525,113,4,2023-02-15,57497.33,36,0.0266,Ativo
501854,18562,114,3,2023-06-13,107230.50,36,0.0192,Em atraso
501855,18599,115,3,2021-05-29,85419.57,48,0.0406,Quitado
501856,18636,116,3,2021-04-07,37370.12,6,0.0188,Ativo
501857,18673,117,4,2024-10-06,69510.31,18,0.0128,Quitado
501858,18710,118,4,2020-05-04,93164.55,36,0.0300,Em atraso
501859,18747,119,3,2021-05-03,23505.55,6,0.0340,Ativo
501860,18784,120,3,2025-10-31,24665.61,18,0.0134,Quitado
501861,18821,101,4,2024-05-07,35569.44,60,0.0312,Quitado
501862,18858,102,3,2024-10-05,1045.74,6,0.0435,Quitado
501863,18895,103,3,2025-07-17,104371.41,36,0.0231,Em atraso
501864,18932,104,4,2025-12-16,16288.06,36,0.0191,Ativo
501865,18969,105,4,2022-06-03,39892.93,12,0.0112,Quitado
501866,19006,106,3,2021-12-26,24332.37,12,0.0246,Quitado
501867,19043,107,4,2026-01-18,22104.32,6,0.0238,Ativo
501868,19080,108,4,2022-02-10,102692.94,60,0.0409,Ativo
501869,19117,109,3,2020-11-01,60402.29,6,0.0320,Ativo
501870,19154,110,3,2020-02-21,92313.49,18,0.0268,Ativo
501871,19191,111,4,2024-07-06,77448.89,12,0.0257,Quitado
501872,19228,112,4,2021-09-19,95175.24,12,0.0316,Em atraso
501873,19265,113,3,2020-04-11,109802.42,24,0.0217,Em atraso
501874,19302,114,3,2026-05-25,27923.35,24,0.0104,Em atraso
501875,19339,115,3,2024-09-26,28480.96,6,0.0294,Quitado
501876,19376,116,3,2022-07-31,29527.71,24,0.0393,Ativo
501877,19413,117,3,2025-03-24,116349.18,60,0.0095,Ativo
501878,19450,118,3,2020-02-16,99743.36,18,0.0208,Ativo
501879,19487,119,4,2025-08-01,60968.93,60,0.0420,Ativo
501880,19524,120,3,2021-03-27,111886.53,12,0.0154,Quitado
501881,19561,101,4,2021-05-19,20304.46,24,0.0223,Quitado
501882,19598,102,4,2020-12-09,64191.54,24,0.0285,Quitado
501883,19635,103,3,2021-05-11,70422.61,12,0.0308,Ativo
501884,19672,104,4,2025-03-26,106764.54,48,0.0183,Ativo
501885,19709,105,3,2023-06-13,86078.81,60,0.0438,Em atraso
501886,19746,106,4,2020-09-23,29899.46,24,0.0244,Ativo
501887,19783,107,3,2023-08-11,111829.50,24,0.0113,Ativo
501888,19820,108,4,2020-05-17,71271.92,6,0.0432,Ativo
501889,19857,109,3,2025-06-18,2061.43,6,0.0373,Quitado
501890,19894,110,4,2024-08-04,50276.71,24,0.0220,Ativo
501891,19931,111,3,2020-05-17,113078.68,24,0.0227,Em atraso
501892,19968,112,3,2025-11-16,55524.42,18,0.0382,Ativo
501893,20005,113,3,2021-06-26,100137.83,6,0.0323,Quitado
501894,20042,114,4,2025-09-24,110262.87,6,0.0343,Ativo
501895,20079,115,4,2026-11-09,42072.10,24,0.0271,Ativo
501896,20116,116,3,2020-06-22,78239.03,12,0.0357,Ativo
501897,20153,117,4,2026-09-26,53894.87,48,0.0294,Ativo
501898,20190,118,4,2026-04-08,31266.91,48,0.0275,Ativo
501899,20227,119,3,2024-07-21,51523.42,48,0.0126,Em atraso
501900,20264,120,3,2026-06-15,20517.20,12,0.0153,Ativo
501901,20301,101,3,2022-03-20,53513.33,60,0.0381,Ativo
501902,20338,102,4,2020-01-02,8294.19,24,0.0253,Ativo
501903,20375,103,4,2026-10-21,6444.32,12,0.0192,Quitado
501904,20412,104,3,2022-08-27,32815.57,60,0.0225,Ativo
501905,20449,105,4,2025-09-14,54348.01,12,0.0386,Ativo
501906,20486,106,3,2021-02-12,113260.89,12,0.0143,Quitado
501907,20523,107,3,2025-10-16,60318.36,6,0.0187,Ativo
501908,20560,108,4,2022-05-09,27104.11,12,0.0177,Quitado
501909,20597,109,3,2023-03-26,74195.30,12,0.0420,Em atraso
501910,20634,110,3,2026-10-20,73495.99,24,0.0353,Ativo
501911,20671,111,4,2023-12-19,18962.28,24,0.0322,Ativo
501912,20708,112,4,2022-02-20,39211.89,6,0.0172,Ativo
501913,20745,113,4,2026-12-24,111248.26,18,0.0390,Ativo
501914,20782,114,4,2025-11-03,39430.68,18,0.0404,Quitado
